MAZ,households,HHSize1,HHSize2,HHSize3,HHSize4p,HHType1,HHType2,HHType3,HHType4,HHType5,maz_seq1,taz_seq1,TAZ,PUMA,COUNTYFP,mtc_county_id,county_name
10001,62,20,25,10,7,24,1,3,20,14,1,56,56,2204,75,1,San Francisco
10002,64,21,26,10,7,24,1,4,21,14,2,56,56,2204,75,1,San Francisco
10003,72,28,30,8,6,16,2,2,28,24,3,10,10,2204,75,1,San Francisco
10004,68,28,28,7,5,18,1,3,28,18,4,53,53,2204,75,1,San Francisco
10005,71,22,28,11,10,30,2,4,22,13,5,48,48,2204,75,1,San Francisco
10006,88,28,34,14,12,36,3,5,28,16,6,48,48,2204,75,1,San Francisco
10007,187,73,68,27,19,62,5,9,72,39,7,65,65,2204,75,1,San Francisco
10009,34,14,12,5,3,11,1,2,13,7,8,65,65,2204,75,1,San Francisco
10012,297,86,115,53,43,107,16,44,86,44,9,40,40,2206,75,1,San Francisco
10017,0,0,0,0,0,0,0,0,0,0,10,570,583,2207,75,1,San Francisco
10018,0,0,0,0,0,0,0,0,0,0,11,563,574,2203,75,1,San Francisco
10021,6,3,2,1,0,2,0,0,2,2,12,601,618,2207,75,1,San Francisco
10022,32,8,7,4,13,11,2,9,8,2,13,114,116,2207,75,1,San Francisco
10023,8,2,4,1,1,3,0,1,2,2,14,123,125,2204,75,1,San Francisco
10024,51,11,14,9,17,10,5,22,11,3,15,605,622,2207,75,1,San Francisco
10025,30,8,8,6,8,7,2,10,9,2,16,606,623,2207,75,1,San Francisco
10030,188,65,64,26,33,64,6,13,64,41,17,248,250,2201,75,1,San Francisco
10038,603,489,65,23,26,47,14,8,489,45,18,356,363,2203,75,1,San Francisco
10039,76,8,15,12,41,34,4,26,8,4,19,324,330,2207,75,1,San Francisco
10044,46,11,13,8,14,19,3,6,11,7,20,618,635,2206,75,1,San Francisco
10045,53,13,15,9,16,21,4,7,13,8,21,618,635,2206,75,1,San Francisco
10047,54,11,13,9,21,23,4,11,11,5,22,197,199,2206,75,1,San Francisco
10048,66,9,13,13,31,36,4,11,9,6,23,619,636,2206,75,1,San Francisco
10049,64,11,14,11,28,31,6,13,11,3,24,99,100,2207,75,1,San Francisco
10052,27,3,7,5,12,15,2,4,3,3,25,443,453,2206,75,1,San Francisco
10053,22,5,5,3,9,8,2,5,5,2,26,542,553,2207,75,1,San Francisco
10054,58,14,12,9,23,19,6,14,14,5,27,542,553,2207,75,1,San Francisco
10055,10,8,2,0,0,1,0,0,8,1,28,39,39,2203,75,1,San Francisco
10056,87,37,35,9,6,26,2,4,38,17,29,286,288,2203,75,1,San Francisco
10060,0,0,0,0,0,0,0,0,0,0,30,83,84,2203,75,1,San Francisco
10062,44,9,9,8,18,16,4,13,9,2,31,115,117,2207,75,1,San Francisco
10063,24,6,5,4,9,10,1,5,6,2,32,186,188,2207,75,1,San Francisco
10064,0,0,0,0,0,0,0,0,0,0,33,292,294,2207,75,1,San Francisco
10065,22,5,8,4,5,11,1,3,5,2,34,292,294,2207,75,1,San Francisco
10071,42,14,14,6,8,21,1,1,15,4,35,429,438,2202,75,1,San Francisco
10072,31,11,10,4,6,16,0,1,11,3,36,429,438,2202,75,1,San Francisco
10073,83,38,27,10,8,30,1,2,39,11,37,451,461,2202,75,1,San Francisco
10074,104,42,36,15,11,24,2,6,43,29,38,461,471,2201,75,1,San Francisco
10075,98,40,34,14,10,23,2,6,39,28,39,461,471,2201,75,1,San Francisco
10076,7,3,2,1,1,2,0,0,3,2,40,461,471,2201,75,1,San Francisco
10077,76,41,25,6,4,19,1,2,41,13,41,425,434,2202,75,1,San Francisco
10078,0,0,0,0,0,0,0,0,0,0,42,468,478,2201,75,1,San Francisco
10079,263,120,95,27,21,83,5,14,121,40,43,391,398,2202,75,1,San Francisco
10084,109,65,31,6,7,23,2,1,66,17,44,359,366,2202,75,1,San Francisco
10086,0,0,0,0,0,0,0,0,0,0,45,397,404,2203,75,1,San Francisco
10087,0,0,0,0,0,0,0,0,0,0,46,394,401,2202,75,1,San Francisco
10094,97,41,42,9,5,18,1,3,42,33,47,412,420,2205,75,1,San Francisco
10098,95,26,30,16,23,37,4,9,26,19,48,480,490,2205,75,1,San Francisco
10099,68,17,25,13,13,27,2,6,17,16,49,479,489,2205,75,1,San Francisco
10101,60,14,19,13,14,30,3,5,14,8,50,279,281,2205,75,1,San Francisco
10102,93,26,28,15,24,38,4,10,26,15,51,481,491,2205,75,1,San Francisco
10104,38,14,16,5,3,5,1,1,14,17,52,6,6,2204,75,1,San Francisco
10107,70,32,18,7,13,12,5,7,33,13,53,552,563,2204,75,1,San Francisco
10109,88,46,25,9,8,14,2,4,45,23,54,559,570,2204,75,1,San Francisco
10110,282,115,59,39,69,60,17,23,114,68,55,20,20,2203,75,1,San Francisco
10111,137,36,38,24,39,34,11,12,36,44,56,21,21,2203,75,1,San Francisco
10112,121,48,32,15,26,28,8,13,48,24,57,18,18,2203,75,1,San Francisco
10114,79,30,29,11,9,26,3,4,30,16,58,52,52,2204,75,1,San Francisco
10116,90,34,33,13,10,30,3,5,34,18,59,52,52,2204,75,1,San Francisco
10117,361,102,119,69,71,82,14,34,102,129,60,525,535,2206,75,1,San Francisco
10119,77,17,15,12,33,33,5,12,17,10,61,444,454,2206,75,1,San Francisco
10122,99,17,16,17,49,55,6,16,17,5,62,42,42,2207,75,1,San Francisco
10123,0,0,0,0,0,0,0,0,0,0,63,602,619,2207,75,1,San Francisco
10124,21,3,4,4,10,11,2,4,3,1,64,97,98,2207,75,1,San Francisco
10125,47,6,9,8,24,26,5,8,6,2,65,97,98,2207,75,1,San Francisco
10127,109,58,42,7,2,28,2,2,58,19,66,38,38,2203,75,1,San Francisco
10128,321,151,136,23,11,83,6,11,150,71,67,411,419,2203,75,1,San Francisco
10130,0,0,0,0,0,0,0,0,0,0,68,186,188,2207,75,1,San Francisco
10133,63,13,20,12,18,37,1,4,13,8,69,141,143,2205,75,1,San Francisco
10137,221,140,52,17,12,33,8,18,139,23,70,354,361,2203,75,1,San Francisco
10138,143,79,39,11,14,22,5,10,81,25,71,553,564,2203,75,1,San Francisco
10140,153,73,51,16,13,21,7,6,73,46,72,1,1,2204,75,1,San Francisco
10141,104,45,38,11,10,16,4,4,45,35,73,512,522,2201,75,1,San Francisco
10142,153,66,56,16,15,24,5,5,68,51,74,512,522,2201,75,1,San Francisco
10143,150,62,56,15,17,26,4,7,61,52,75,372,379,2201,75,1,San Francisco
10144,12,8,3,1,0,2,0,1,7,2,76,557,568,2203,75,1,San Francisco
10147,410,65,103,105,137,164,16,29,65,136,77,571,584,2201,75,1,San Francisco
10150,50,26,17,5,2,10,1,1,27,11,78,422,430,2202,75,1,San Francisco
10151,0,0,0,0,0,0,0,0,0,0,79,358,365,2202,75,1,San Francisco
10153,0,0,0,0,0,0,0,0,0,0,80,364,371,2202,75,1,San Francisco
10157,125,63,43,13,6,29,3,4,61,28,81,381,388,2202,75,1,San Francisco
10159,0,0,0,0,0,0,0,0,0,0,82,568,581,2203,75,1,San Francisco
10160,143,83,41,11,8,36,2,4,83,18,83,418,426,2202,75,1,San Francisco
10161,140,81,40,11,8,36,2,4,80,18,84,418,426,2202,75,1,San Francisco
10162,172,98,52,10,12,43,1,6,97,25,85,419,427,2202,75,1,San Francisco
10163,89,55,24,6,4,15,1,4,55,14,86,423,431,2202,75,1,San Francisco
10164,60,38,15,4,3,12,1,1,38,8,87,357,364,2202,75,1,San Francisco
10165,123,73,35,7,8,26,2,2,74,19,88,359,366,2202,75,1,San Francisco
10167,157,83,52,15,7,33,3,4,82,35,89,422,430,2202,75,1,San Francisco
10168,89,32,39,11,7,13,3,3,32,38,90,6,6,2204,75,1,San Francisco
10169,63,21,28,9,5,14,2,3,21,23,91,11,11,2204,75,1,San Francisco
10170,0,0,0,0,0,0,0,0,0,0,92,6,6,2204,75,1,San Francisco
10172,184,88,61,19,16,25,9,7,88,55,93,1,1,2204,75,1,San Francisco
10173,110,47,36,14,13,24,3,13,46,24,94,3,3,2204,75,1,San Francisco
10179,155,66,68,14,7,28,2,5,67,53,95,412,420,2205,75,1,San Francisco
10180,56,24,24,5,3,10,1,2,24,19,96,412,420,2205,75,1,San Francisco
10181,55,27,22,4,2,8,1,2,27,17,97,436,446,2205,75,1,San Francisco
10184,29,11,11,4,3,10,1,2,10,6,98,52,52,2204,75,1,San Francisco
10185,114,13,28,28,45,24,9,28,13,40,99,576,592,2202,75,1,San Francisco
10187,75,17,14,12,32,31,5,12,17,10,100,444,454,2206,75,1,San Francisco
10190,63,11,17,11,24,30,4,12,11,6,101,195,197,2207,75,1,San Francisco
10192,34,4,7,6,17,18,3,6,4,3,102,310,314,2207,75,1,San Francisco
10193,46,10,15,8,13,19,3,7,10,7,103,150,152,2204,75,1,San Francisco
10194,38,6,11,7,14,20,2,6,6,4,104,184,186,2207,75,1,San Francisco
10195,38,7,11,8,12,18,3,5,7,5,105,154,156,2207,75,1,San Francisco
10197,52,10,11,9,22,25,5,8,10,4,106,311,315,2207,75,1,San Francisco
10198,87,16,21,18,32,43,6,15,16,7,107,313,317,2207,75,1,San Francisco
10200,90,47,26,10,7,23,2,3,47,15,108,466,476,2201,75,1,San Francisco
10201,32,10,13,4,5,14,1,2,10,5,109,298,301,2205,75,1,San Francisco
10202,77,36,28,8,5,20,2,5,35,15,110,629,646,2204,75,1,San Francisco
10203,20,4,7,4,5,10,1,2,4,3,111,126,128,2206,75,1,San Francisco
10204,40,7,13,9,11,21,1,5,7,6,112,126,128,2206,75,1,San Francisco
10206,48,9,14,9,16,24,3,7,9,5,113,206,208,2205,75,1,San Francisco
10207,54,12,16,11,15,27,3,7,12,5,114,208,210,2205,75,1,San Francisco
10208,44,10,11,9,14,23,2,5,10,4,115,207,209,2205,75,1,San Francisco
10209,56,12,14,11,19,30,3,6,12,5,116,207,209,2205,75,1,San Francisco
10210,175,64,54,24,33,65,6,17,64,23,117,535,545,2201,75,1,San Francisco
10211,94,28,31,15,20,43,4,9,28,10,118,534,544,2201,75,1,San Francisco
10212,96,30,32,16,18,43,2,10,30,11,119,533,543,2201,75,1,San Francisco
10213,59,15,17,12,15,29,3,7,15,5,120,327,333,2201,75,1,San Francisco
10214,83,22,23,17,21,40,4,10,22,7,121,327,333,2201,75,1,San Francisco
10215,196,65,64,34,33,76,5,22,64,29,122,262,264,2201,75,1,San Francisco
10218,71,41,23,5,2,19,1,1,41,9,123,344,351,2202,75,1,San Francisco
10219,514,58,125,127,204,107,39,125,58,185,124,4,4,2202,75,1,San Francisco
10222,0,0,0,0,0,0,0,0,0,0,125,580,597,2203,75,1,San Francisco
10223,71,15,24,12,20,36,3,8,15,9,126,494,504,2205,75,1,San Francisco
10224,53,10,16,13,14,31,2,6,10,4,127,160,162,2206,75,1,San Francisco
10225,60,13,18,11,18,34,2,5,13,6,128,164,166,2206,75,1,San Francisco
10226,57,19,16,9,13,24,2,5,20,6,129,484,494,2205,75,1,San Francisco
10227,48,9,16,10,13,25,2,5,9,7,130,489,499,2205,75,1,San Francisco
10228,59,17,17,11,14,28,3,5,17,6,131,488,498,2205,75,1,San Francisco
10229,49,9,15,10,15,24,3,7,9,6,132,485,495,2205,75,1,San Francisco
10230,66,12,20,13,21,33,4,9,12,8,133,485,495,2205,75,1,San Francisco
10231,54,10,17,10,17,28,3,7,10,6,134,485,495,2205,75,1,San Francisco
10232,25,6,7,6,6,13,1,2,6,3,135,279,281,2205,75,1,San Francisco
10233,14,4,5,3,2,7,0,1,4,2,136,280,282,2205,75,1,San Francisco
10234,72,13,23,14,22,36,4,10,13,9,137,485,495,2205,75,1,San Francisco
10235,33,7,11,7,8,18,1,3,7,4,138,279,281,2205,75,1,San Francisco
10236,39,8,14,7,10,22,1,5,8,3,139,294,296,2205,75,1,San Francisco
10239,16,2,3,3,8,10,1,2,2,1,140,293,295,2207,75,1,San Francisco
10241,35,10,5,7,13,14,2,7,10,2,141,190,192,2207,75,1,San Francisco
10242,45,3,8,8,26,26,5,9,3,2,142,609,626,2207,75,1,San Francisco
10247,56,19,20,10,7,24,1,6,19,6,143,265,267,2201,75,1,San Francisco
10248,70,24,23,11,12,30,3,6,23,8,144,267,269,2201,75,1,San Francisco
10249,33,11,12,5,5,13,1,3,11,5,145,266,268,2201,75,1,San Francisco
10250,95,35,33,16,11,35,3,9,34,14,146,76,76,2201,75,1,San Francisco
10251,86,24,27,13,22,40,4,10,24,8,147,259,261,2201,75,1,San Francisco
10252,60,13,18,12,17,30,3,6,13,8,148,263,265,2201,75,1,San Francisco
10253,57,19,18,10,10,26,2,4,18,7,149,536,546,2201,75,1,San Francisco
10254,142,44,45,26,27,50,7,13,44,28,150,170,172,2205,75,1,San Francisco
10255,98,31,32,15,20,36,4,9,31,18,151,171,173,2205,75,1,San Francisco
10256,121,37,39,22,23,43,6,11,37,24,152,170,172,2205,75,1,San Francisco
10257,77,24,25,14,14,27,4,7,24,15,153,170,172,2205,75,1,San Francisco
10258,65,14,21,12,18,33,3,8,14,7,154,174,176,2205,75,1,San Francisco
10259,0,0,0,0,0,0,0,0,0,0,155,574,588,2203,75,1,San Francisco
10260,0,0,0,0,0,0,0,0,0,0,156,568,581,2203,75,1,San Francisco
10261,0,0,0,0,0,0,0,0,0,0,157,568,581,2203,75,1,San Francisco
10262,269,159,94,11,5,63,3,7,157,39,158,568,581,2203,75,1,San Francisco
10263,0,0,0,0,0,0,0,0,0,0,159,575,590,2203,75,1,San Francisco
10265,210,93,94,16,7,47,4,5,93,61,160,27,27,2203,75,1,San Francisco
10266,109,37,34,18,20,36,4,10,38,21,161,220,222,2201,75,1,San Francisco
10268,215,142,38,14,21,32,6,12,141,24,162,37,37,2203,75,1,San Francisco
10269,69,45,12,5,7,10,2,4,45,8,163,37,37,2203,75,1,San Francisco
10270,101,72,16,5,8,11,2,5,73,10,164,555,566,2203,75,1,San Francisco
10271,76,38,24,7,7,14,2,3,37,20,165,409,417,2203,75,1,San Francisco
10272,59,28,19,6,6,11,2,2,29,15,166,582,599,2203,75,1,San Francisco
10273,50,24,16,5,5,10,1,2,24,13,167,582,599,2203,75,1,San Francisco
10274,94,31,32,10,21,19,4,6,31,34,168,581,598,2203,75,1,San Francisco
10275,6,2,2,1,1,1,0,0,3,2,169,581,598,2203,75,1,San Francisco
10276,0,0,0,0,0,0,0,0,0,0,170,581,598,2203,75,1,San Francisco
10277,20,7,7,2,4,4,1,1,7,7,171,581,598,2203,75,1,San Francisco
10278,114,30,32,20,32,28,9,10,30,37,172,21,21,2203,75,1,San Francisco
10279,215,84,57,27,47,50,14,24,85,42,173,18,18,2203,75,1,San Francisco
10280,29,6,10,6,7,8,2,2,6,11,174,88,89,2203,75,1,San Francisco
10281,91,20,29,18,24,26,7,7,20,31,175,88,89,2203,75,1,San Francisco
10282,2,1,1,0,0,1,0,0,1,0,176,85,86,2203,75,1,San Francisco
10283,33,16,13,3,1,8,1,1,15,8,177,561,572,2203,75,1,San Francisco
10284,66,21,27,10,8,21,3,4,21,17,178,144,146,2204,75,1,San Francisco
10287,44,11,14,9,10,17,2,5,11,9,179,116,118,2204,75,1,San Francisco
10288,68,19,23,11,15,22,3,8,19,16,180,309,313,2204,75,1,San Francisco
10289,64,17,22,11,14,21,3,8,17,15,181,309,313,2204,75,1,San Francisco
10290,59,10,13,11,25,33,4,7,10,5,182,439,449,2207,75,1,San Francisco
10292,92,19,30,19,24,36,5,14,19,18,183,112,114,2204,75,1,San Francisco
10295,35,10,13,7,5,11,2,4,10,8,184,123,125,2204,75,1,San Francisco
10300,106,29,42,20,15,35,6,11,29,25,185,123,125,2204,75,1,San Francisco
10302,126,54,47,15,10,35,2,6,55,28,186,342,349,2202,75,1,San Francisco
10308,304,212,85,5,2,40,2,4,212,46,187,321,325,2202,75,1,San Francisco
10309,121,34,35,27,25,44,7,13,35,22,188,345,352,2202,75,1,San Francisco
10310,54,18,22,9,5,20,2,3,18,11,189,81,82,2206,75,1,San Francisco
10312,85,41,28,9,7,12,4,3,40,26,190,1,1,2204,75,1,San Francisco
10313,76,27,27,12,10,26,2,6,27,15,191,60,60,2204,75,1,San Francisco
10315,29,9,11,5,4,10,1,2,9,7,192,148,150,2204,75,1,San Francisco
10316,80,25,32,11,12,27,4,5,25,19,193,146,148,2204,75,1,San Francisco
10317,84,25,31,16,12,31,2,7,25,19,194,148,150,2204,75,1,San Francisco
10321,82,20,24,14,24,37,5,9,20,11,195,201,203,2205,75,1,San Francisco
10322,45,9,14,10,12,23,2,5,9,6,196,211,213,2205,75,1,San Francisco
10323,53,11,17,11,14,25,3,6,11,8,197,211,213,2205,75,1,San Francisco
10324,53,12,13,11,17,24,4,5,12,8,198,202,204,2205,75,1,San Francisco
10325,44,7,14,9,14,24,3,5,7,5,199,212,214,2205,75,1,San Francisco
10326,69,16,18,13,22,36,2,9,16,6,200,177,179,2205,75,1,San Francisco
10327,71,12,19,15,25,41,4,7,12,7,201,178,180,2205,75,1,San Francisco
10328,55,9,15,12,19,32,3,6,9,5,202,178,180,2205,75,1,San Francisco
10329,56,12,15,11,18,29,4,7,12,4,203,205,207,2205,75,1,San Francisco
10330,54,12,15,11,16,28,4,6,12,4,204,205,207,2205,75,1,San Francisco
10331,65,15,20,11,19,32,3,8,15,7,205,527,537,2205,75,1,San Francisco
10333,76,12,21,17,26,44,4,9,12,7,206,204,206,2205,75,1,San Francisco
10334,119,40,42,19,18,35,5,9,41,29,207,214,216,2201,75,1,San Francisco
10335,116,37,39,20,20,43,4,9,37,23,208,250,252,2201,75,1,San Francisco
10336,51,9,14,11,17,28,4,6,9,4,209,491,501,2205,75,1,San Francisco
10337,52,10,17,10,15,28,2,8,10,4,210,492,502,2205,75,1,San Francisco
10338,65,13,19,13,20,32,4,9,13,7,211,206,208,2205,75,1,San Francisco
10340,61,13,20,11,17,31,3,6,13,8,212,494,504,2205,75,1,San Francisco
10341,60,13,17,11,19,30,2,8,13,7,213,209,211,2205,75,1,San Francisco
10344,82,21,32,16,13,42,2,6,21,11,214,280,282,2205,75,1,San Francisco
10347,18,3,7,4,4,12,1,1,3,1,215,295,297,2205,75,1,San Francisco
10349,43,13,14,7,9,23,1,3,13,3,216,100,101,2206,75,1,San Francisco
10350,21,4,8,4,5,13,1,1,4,2,217,625,642,2205,75,1,San Francisco
10351,27,5,10,6,6,18,1,1,5,2,218,625,642,2205,75,1,San Francisco
10352,64,14,23,12,15,36,2,5,14,7,219,624,641,2206,75,1,San Francisco
10353,160,67,57,16,20,58,3,9,68,22,220,67,67,2206,75,1,San Francisco
10355,121,48,44,17,12,40,3,6,47,25,221,65,65,2204,75,1,San Francisco
10358,95,30,35,18,12,37,3,8,30,17,222,69,69,2206,75,1,San Francisco
10359,73,18,24,14,17,45,1,3,18,6,223,432,441,2201,75,1,San Francisco
10368,64,30,26,5,3,22,1,1,29,11,224,339,345,2202,75,1,San Francisco
10369,0,0,0,0,0,0,0,0,0,0,225,321,325,2202,75,1,San Francisco
10370,0,0,0,0,0,0,0,0,0,0,226,321,325,2202,75,1,San Francisco
10372,104,56,39,7,2,22,1,2,56,23,227,336,342,2202,75,1,San Francisco
10373,159,77,62,16,4,38,2,4,77,38,228,380,387,2202,75,1,San Francisco
10375,103,43,39,12,9,35,2,5,43,18,229,379,386,2202,75,1,San Francisco
10376,143,65,57,15,6,43,3,6,65,26,230,341,347,2202,75,1,San Francisco
10377,0,0,0,0,0,0,0,0,0,0,231,321,325,2202,75,1,San Francisco
10378,144,58,54,18,14,42,3,7,58,34,232,343,350,2202,75,1,San Francisco
10380,474,75,119,121,159,190,18,34,75,157,233,284,286,2201,75,1,San Francisco
10384,66,17,23,13,13,26,2,5,17,16,234,479,489,2205,75,1,San Francisco
10385,125,50,46,15,14,34,4,8,51,28,235,275,277,2205,75,1,San Francisco
10386,86,31,29,15,11,27,2,4,33,20,236,325,331,2205,75,1,San Francisco
10388,586,253,210,60,63,186,17,22,253,108,237,269,271,2205,75,1,San Francisco
10390,295,144,116,24,11,45,6,8,145,91,238,436,446,2205,75,1,San Francisco
10392,136,45,52,17,22,36,3,6,45,46,239,544,555,2204,75,1,San Francisco
10394,69,31,25,8,5,9,2,3,30,25,240,7,7,2204,75,1,San Francisco
10395,0,0,0,0,0,0,0,0,0,0,241,587,604,2203,75,1,San Francisco
10398,420,219,121,41,39,67,10,17,217,109,242,559,570,2204,75,1,San Francisco
10399,27,13,9,3,2,4,1,1,13,8,243,1,1,2204,75,1,San Francisco
10400,67,17,24,13,13,27,2,5,17,16,244,479,489,2205,75,1,San Francisco
10401,170,64,70,19,17,55,4,10,65,36,245,236,238,2205,75,1,San Francisco
10402,18,4,5,3,6,10,1,1,4,2,246,163,165,2206,75,1,San Francisco
10403,79,23,22,15,19,35,3,7,22,12,247,296,299,2205,75,1,San Francisco
10405,63,16,22,14,11,12,3,8,16,24,248,524,534,2206,75,1,San Francisco
10411,53,7,15,9,22,29,4,9,7,4,249,72,72,2207,75,1,San Francisco
10413,121,43,40,18,20,42,4,10,44,21,250,219,221,2201,75,1,San Francisco
10414,120,41,43,17,19,46,5,9,41,19,251,221,223,2201,75,1,San Francisco
10416,111,40,39,18,14,40,3,8,39,21,252,60,60,2204,75,1,San Francisco
10417,116,41,41,19,15,40,4,8,42,22,253,60,60,2204,75,1,San Francisco
10418,128,51,44,18,15,42,4,9,50,23,254,61,61,2204,75,1,San Francisco
10419,113,38,45,17,13,41,3,7,38,24,255,82,83,2206,75,1,San Francisco
10420,112,37,45,17,13,41,3,7,37,24,256,82,83,2206,75,1,San Francisco
10421,52,15,19,10,8,19,2,4,15,12,257,148,150,2204,75,1,San Francisco
10424,53,12,17,9,15,22,3,8,12,8,258,150,152,2204,75,1,San Francisco
10425,82,23,24,16,19,24,5,15,23,15,259,151,153,2204,75,1,San Francisco
10427,27,4,8,4,11,16,1,3,4,3,260,104,105,2206,75,1,San Francisco
10428,25,4,8,4,9,14,1,3,4,3,261,104,105,2206,75,1,San Francisco
10429,49,10,14,9,16,23,3,7,10,6,262,449,459,2206,75,1,San Francisco
10430,46,7,14,7,18,27,2,5,7,5,263,104,105,2206,75,1,San Francisco
10431,29,5,9,5,10,16,2,3,5,3,264,104,105,2206,75,1,San Francisco
10432,53,7,11,9,26,29,5,9,7,3,265,237,239,2207,75,1,San Francisco
10433,44,10,8,7,19,22,3,7,10,2,266,235,237,2207,75,1,San Francisco
10434,32,5,7,4,16,17,2,6,5,2,267,441,451,2207,75,1,San Francisco
10435,41,8,10,7,16,21,2,7,8,3,268,187,189,2207,75,1,San Francisco
10436,50,9,13,9,19,24,3,9,9,5,269,195,197,2207,75,1,San Francisco
10437,55,8,11,10,26,27,5,10,8,5,270,193,195,2207,75,1,San Francisco
10438,126,24,37,26,39,58,10,18,24,16,271,154,156,2207,75,1,San Francisco
10440,37,6,10,6,15,19,2,6,6,4,272,184,186,2207,75,1,San Francisco
10441,75,10,15,14,36,40,6,13,10,6,273,310,314,2207,75,1,San Francisco
10443,57,11,12,10,24,27,5,9,11,5,274,311,315,2207,75,1,San Francisco
10444,42,8,10,9,15,21,3,7,8,3,275,313,317,2207,75,1,San Francisco
10445,273,50,57,47,119,97,25,86,50,15,276,319,323,2207,75,1,San Francisco
10446,91,17,19,16,39,32,8,29,17,5,277,319,323,2207,75,1,San Francisco
10447,0,0,0,0,0,0,0,0,0,0,278,353,360,2203,75,1,San Francisco
10450,33,9,13,5,6,16,1,2,9,5,279,298,301,2205,75,1,San Francisco
10452,29,5,6,5,13,16,2,4,5,2,280,314,318,2207,75,1,San Francisco
10454,533,320,94,43,76,77,43,32,319,62,281,334,340,2203,75,1,San Francisco
10455,13,8,4,1,0,2,0,0,8,3,282,551,562,2204,75,1,San Francisco
10456,601,433,128,19,21,63,17,30,433,58,283,31,31,2203,75,1,San Francisco
10457,181,88,58,17,18,34,5,6,89,47,284,582,599,2203,75,1,San Francisco
10458,20,11,5,2,2,3,0,1,11,5,285,410,418,2203,75,1,San Francisco
10460,30,20,7,2,1,5,1,2,20,2,286,579,595,2203,75,1,San Francisco
10462,220,96,62,25,37,40,9,21,96,54,287,24,24,2203,75,1,San Francisco
10463,37,5,7,7,18,20,4,6,5,2,288,97,98,2207,75,1,San Francisco
10464,53,15,14,10,14,13,4,17,16,3,289,606,623,2207,75,1,San Francisco
10466,62,20,19,10,13,28,1,6,19,8,290,258,260,2201,75,1,San Francisco
10467,50,16,17,9,8,17,2,5,16,10,291,530,540,2201,75,1,San Francisco
10468,112,35,40,19,18,45,5,9,35,18,292,254,256,2201,75,1,San Francisco
10469,74,19,24,13,18,35,3,8,19,9,293,255,257,2201,75,1,San Francisco
10470,89,23,30,15,21,42,3,10,23,11,294,255,257,2201,75,1,San Francisco
10472,33,10,10,6,7,14,1,3,10,5,295,256,258,2201,75,1,San Francisco
10473,59,17,19,11,12,27,1,5,17,9,296,256,258,2201,75,1,San Francisco
10474,100,34,33,18,15,42,3,8,33,14,297,257,259,2201,75,1,San Francisco
10476,0,0,0,0,0,0,0,0,0,0,298,565,576,2201,75,1,San Francisco
10477,57,16,19,8,14,25,3,6,16,7,299,483,493,2205,75,1,San Francisco
10482,0,0,0,0,0,0,0,0,0,0,300,43,43,2207,75,1,San Francisco
10483,0,0,0,0,0,0,0,0,0,0,301,567,579,2207,75,1,San Francisco
10484,160,79,59,17,5,33,3,6,79,39,302,364,371,2202,75,1,San Francisco
10486,142,71,52,15,4,29,2,5,72,34,303,364,371,2202,75,1,San Francisco
10487,160,82,54,17,7,30,2,5,81,42,304,362,369,2202,75,1,San Francisco
10488,63,38,18,5,2,10,1,1,38,13,305,427,436,2202,75,1,San Francisco
10489,128,58,53,11,6,44,2,3,57,22,306,339,345,2202,75,1,San Francisco
10490,203,110,76,13,4,43,2,4,108,46,307,336,342,2202,75,1,San Francisco
10493,167,106,44,10,7,32,2,5,106,22,308,455,465,2202,75,1,San Francisco
10494,76,41,26,5,4,21,1,2,40,12,309,368,375,2202,75,1,San Francisco
10496,181,116,47,11,7,34,2,5,117,23,310,455,465,2202,75,1,San Francisco
10498,181,95,68,13,5,45,2,6,95,33,311,367,374,2202,75,1,San Francisco
10499,216,149,51,11,5,29,2,6,148,31,312,460,470,2201,75,1,San Francisco
10501,196,112,66,11,7,45,1,3,111,36,313,365,372,2202,75,1,San Francisco
10503,130,71,38,13,8,20,3,5,71,31,314,383,390,2202,75,1,San Francisco
10504,88,28,37,13,10,32,1,5,28,22,315,49,49,2204,75,1,San Francisco
10507,87,27,37,13,10,32,1,5,27,22,316,49,49,2204,75,1,San Francisco
10508,69,26,27,10,6,22,1,4,26,16,317,58,58,2204,75,1,San Francisco
10509,83,31,35,10,7,26,2,4,31,20,318,57,57,2204,75,1,San Francisco
10512,0,0,0,0,0,0,0,0,0,0,319,554,565,2203,75,1,San Francisco
10514,97,47,31,9,10,18,3,3,48,25,320,582,599,2203,75,1,San Francisco
10515,89,41,36,9,3,22,2,2,41,22,321,561,572,2203,75,1,San Francisco
10517,58,26,26,4,2,13,1,1,26,17,322,27,27,2203,75,1,San Francisco
10518,104,32,41,15,16,36,5,6,32,25,323,146,148,2204,75,1,San Francisco
10519,42,8,12,8,14,15,3,10,8,6,324,152,154,2204,75,1,San Francisco
10520,0,0,0,0,0,0,0,0,0,0,325,97,98,2207,75,1,San Francisco
10523,132,41,48,22,21,54,6,10,41,21,326,254,256,2201,75,1,San Francisco
10524,72,23,22,12,15,32,2,6,23,9,327,258,260,2201,75,1,San Francisco
10525,80,23,25,15,17,36,2,7,23,12,328,256,258,2201,75,1,San Francisco
10526,105,35,35,19,16,44,3,8,35,15,329,257,259,2201,75,1,San Francisco
10527,135,45,43,22,25,45,5,13,45,27,330,220,222,2201,75,1,San Francisco
